Exp_ID,location_name,latitude,longitude,ecozone,province,soil_great_group,soil_sub_group,soil_texture,sand_px,clay_px,silt_px,initial_soc_tha,initial_soc_year,plot_id,block,treatment_number,treatment_name,replication_number,duration,year_name,start_year,end_year,tillage,STIR_rating,grain_yield_kgha,hay_yield_kgha,hay_residue_kgha,crop,ICASA_code,AAFC_code,crop_rotation,rotation_seq,crop_seq,straw_biomass_kgha,straw_returned,silage_yld_kgha,root_biomass_kgha,biomass_returned_kgha,soc_tha,bd_gcm3,soil_depth_min_cm,soil_depth_max_cm,N_fertilizer_kgha,N_fertilizer_kgha_2,N_fertilizer_kgha_3,P_fertilizer_kgha,P_fertilizer_kgha_2,P_fertilizer_kgha_3,K_fertilizer_kgha,K_fertilizer_kgha_2,S_fertilizer_kgha,S_fertilizer_kgha_2,manure_kgha,residue_estimation_methodology,soil_total_carbon_conc_gkg,soil_total_carbon_px,soil_total_carbon2_px,soil_organic_matter_kgha,organic_matter_px,crop_residue_avg_kgha,crop_residue_kgha,above_ground_residue_kgha,roots_residue_kgha,root_exudates_kgha,reference,flag,theme,TrtID,simple_trt_name,Location,POLYID,ECO_ID,...74,SL,PROVINCE,PCPTREGION,soc_tha_30cm
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,54,NA,F2,OP,3,14,2004,2004,2017,CT,NA,4734.960421,NA,NA,CRN,MAZ,CORNGR,CRN_SBN,NA,NA,4686.273,NA,NA,NA,NA,88.7,NA,0,30,200,NA,NA,0,NA,NA,100,NA,NA,NA,0,est_equation,NA,NA,NA,NA,NA,5277.821,4686.273,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,E2_F2,NA,2,570007,570,NA,570007,ON,ON_1,88.7
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,54,NA,F2,OP,3,14,2005,2004,2017,CT,NA,1790.008889,NA,NA,SBN,SBN,SOYBNS,CRN_SBN,NA,NA,2102.345,NA,NA,NA,NA,NA,NA,0,30,200,NA,NA,0,NA,NA,100,NA,NA,NA,0,est_equation,NA,NA,NA,NA,NA,2258.573333,2102.345,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,E2_F2,NA,2,570007,570,NA,570007,ON,ON_1,NA
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,54,NA,F2,OP,3,14,2006,2004,2017,CT,NA,6074.7924,NA,NA,CRN,MAZ,CORNGR,CRN_SBN,NA,NA,5517.322917,NA,NA,NA,NA,NA,NA,0,30,200,NA,NA,0,NA,NA,100,NA,NA,NA,0,est_equation,NA,NA,NA,NA,NA,6128.700308,5517.322917,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,E2_F2,NA,2,570007,570,NA,570007,ON,ON_1,NA
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,54,NA,F2,OP,3,14,2007,2004,2017,CT,NA,2882.575479,NA,NA,SBN,SBN,SOYBNS,CRN_SBN,NA,NA,3330.10125,NA,NA,NA,NA,NA,NA,0,30,200,NA,NA,0,NA,NA,100,NA,NA,NA,0,est_equation,NA,NA,NA,NA,NA,3125.5875,3330.10125,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,E2_F2,NA,2,570007,570,NA,570007,ON,ON_1,NA
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,54,NA,F2,OP,3,14,2008,2004,2017,CT,NA,4819.88539,NA,NA,CRN,MAZ,CORNGR,CRN_SBN,NA,NA,5247.677329,NA,NA,NA,NA,NA,NA,0,30,200,NA,NA,0,NA,NA,100,NA,NA,NA,0,est_equation,NA,NA,NA,NA,NA,5365.951861,5247.677329,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,E2_F2,NA,2,570007,570,NA,570007,ON,ON_1,NA
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,54,NA,F2,OP,3,14,2009,2004,2017,CT,NA,2036.306475,NA,NA,SBN,SBN,SOYBNS,CRN_SBN,NA,NA,2821.266667,NA,NA,NA,NA,77.51973077,NA,0,30,200,NA,NA,0,NA,NA,100,NA,NA,NA,0,est_equation,NA,NA,NA,NA,NA,3006.288889,2821.266667,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,E2_F2,NA,2,570007,570,NA,570007,ON,ON_1,77.51973077
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,54,NA,F2,OP,3,14,2010,2004,2017,CT,NA,6157.651458,NA,NA,CRN,MAZ,CORNGR,CRN_SBN,NA,NA,7963.115414,NA,NA,NA,NA,NA,NA,0,30,200,NA,NA,0,NA,NA,100,NA,NA,NA,0,est_equation,NA,NA,NA,NA,NA,7110.989206,7963.115414,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,E2_F2,NA,2,570007,570,NA,570007,ON,ON_1,NA
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,54,NA,F2,OP,3,14,2011,2004,2017,CT,NA,2427.294816,NA,NA,SBN,SBN,SOYBNS,CRN_SBN,NA,NA,3044.287467,NA,NA,NA,NA,NA,NA,0,30,200,NA,NA,0,NA,NA,100,NA,NA,NA,0,est_equation,NA,NA,NA,NA,NA,3692.984176,3044.287467,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,E2_F2,NA,2,570007,570,NA,570007,ON,ON_1,NA
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,54,NA,F2,OP,3,14,2012,2004,2017,CT,NA,7992.175482,NA,NA,CRN,MAZ,CORNGR,CRN_SBN,NA,NA,7486.110968,NA,NA,NA,NA,NA,NA,0,30,200,NA,NA,0,NA,NA,100,NA,NA,NA,0,est_equation,NA,NA,NA,NA,NA,8411.070402,7486.110968,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,E2_F2,NA,2,570007,570,NA,570007,ON,ON_1,NA
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,54,NA,F2,OP,3,14,2013,2004,2017,CT,NA,1841.856782,NA,NA,SBN,SBN,SOYBNS,CRN_SBN,NA,NA,4274.10615,NA,NA,NA,NA,NA,NA,0,30,200,NA,NA,0,NA,NA,100,NA,NA,NA,0,est_equation,NA,NA,NA,NA,NA,3449.430206,4274.10615,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,E2_F2,NA,2,570007,570,NA,570007,ON,ON_1,NA
