Exp_ID,location_name,latitude,longitude,ecozone,province,soil_great_group,soil_sub_group,soil_texture,sand_px,clay_px,silt_px,initial_soc_tha,initial_soc_year,block,treatment_number,replication_number,duration,year_name,start_year,end_year,tillage,STIR_rating,crop_rotation,rotation_seq,crop_seq,straw_returned,biomass_returned_kgha,residue_estimation_methodology,soil_total_carbon_conc_gkg,soil_total_carbon_px,soil_total_carbon2_px,soil_organic_matter_kgha,organic_matter_px,reference,flag,theme,simple_trt_name,crop_rotation_code,TrtID,r_c,tillage_soil,tillage_type,irrigation_region,irrigation,cinput_lignin_px,cinput_n_px,Location,POLYID,ECO_ID,SL,PROVINCE,PCPTREGION,crop,ICASA_code,AAFC_code,grain_yield_kgha,crop_residue_kgha,hay_yield_kgha,hay_residue_kgha,root_biomass_kgha,straw_biomass_kgha,silage_yld_kgha,crop_residue_avg_kgha,above_ground_residue_kgha,roots_residue_kgha,root_exudates_kgha,manure_kgha,N_fertilizer_kgha,N_fertilizer_kgha_2,N_fertilizer_kgha_3,P_fertilizer_kgha,P_fertilizer_kgha_2,P_fertilizer_kgha_3,K_fertilizer_kgha,K_fertilizer_kgha_2,S_fertilizer_kgha,S_fertilizer_kgha_2,lowest_depth,soc_tha_lowest_depth,initial_dsm,lowest_depth_difference,first_soc_treatment,soc_dsm_difference,soc_tha_30cm
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,NA,F4,1,14,2004,2004,2017,CT,NA,CRN_SBN,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,NA,CR1,E2_F4_CR1,NA,Brown,Intensive Tillage,Canada,0,10,10,2,570007,570,570007,ON,ON_1,CRN,MAZ,CORNGR,7095.983938,7002.89,NA,NA,NA,7002.89,NA,5958.304667,NA,NA,NA,0,0,NA,NA,100,NA,NA,0,NA,NA,NA,30,88.7,74.2,0,88.7,-14.5,88.7
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,NA,F4,1,14,2005,2004,2017,CT,NA,CRN_SBN,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,NA,CR1,E2_F4_CR1,NA,Brown,Intensive Tillage,Canada,0,10,10,2,570007,570,570007,ON,ON_1,SBN,SBN,SOYBNS,3025.44,3066.7875,NA,NA,NA,3066.7875,NA,3170.015,NA,NA,NA,0,0,NA,NA,100,NA,NA,0,NA,NA,NA,30,NA,74.2,0,88.7,-14.5,NA
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,NA,F4,1,14,2006,2004,2017,CT,NA,CRN_SBN,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,NA,CR1,E2_F4_CR1,NA,Brown,Intensive Tillage,Canada,0,10,10,2,570007,570,570007,ON,ON_1,CRN,MAZ,CORNGR,7976.0536,6434.106073,NA,NA,NA,6434.106073,NA,6506.905087,NA,NA,NA,0,0,NA,NA,100,NA,NA,0,NA,NA,NA,30,NA,74.2,0,88.7,-14.5,NA
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,NA,F4,1,14,2007,2004,2017,CT,NA,CRN_SBN,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,NA,CR1,E2_F4_CR1,NA,Brown,Intensive Tillage,Canada,0,10,10,2,570007,570,570007,ON,ON_1,SBN,SBN,SOYBNS,3228.958308,3689.3325,NA,NA,NA,3689.3325,NA,3568.48625,NA,NA,NA,0,0,NA,NA,100,NA,NA,0,NA,NA,NA,30,NA,74.2,0,88.7,-14.5,NA
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,NA,F4,1,14,2008,2004,2017,CT,NA,CRN_SBN,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,NA,CR1,E2_F4_CR1,NA,Brown,Intensive Tillage,Canada,0,10,10,2,570007,570,570007,ON,ON_1,CRN,MAZ,CORNGR,6078.764456,6722.978667,NA,NA,NA,6722.978667,NA,7171.327543,NA,NA,NA,0,0,NA,NA,100,NA,NA,0,NA,NA,NA,30,NA,74.2,0,88.7,-14.5,NA
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,NA,F4,1,14,2009,2004,2017,CT,NA,CRN_SBN,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,NA,CR1,E2_F4_CR1,NA,Brown,Intensive Tillage,Canada,0,10,10,2,570007,570,570007,ON,ON_1,SBN,SBN,SOYBNS,3149.429022,3785.733333,NA,NA,NA,3785.733333,NA,3672.466667,NA,NA,NA,0,0,NA,NA,100,NA,NA,0,NA,NA,NA,30,79.7059428,74.2,0,88.7,-14.5,79.7059428
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,NA,F4,1,14,2010,2004,2017,CT,NA,CRN_SBN,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,NA,CR1,E2_F4_CR1,NA,Brown,Intensive Tillage,Canada,0,10,10,2,570007,570,570007,ON,ON_1,CRN,MAZ,CORNGR,6355.661194,6473.791712,NA,NA,NA,6473.791712,NA,6163.652979,NA,NA,NA,0,0,NA,NA,100,NA,NA,0,NA,NA,NA,30,NA,74.2,0,88.7,-14.5,NA
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,NA,F4,1,14,2011,2004,2017,CT,NA,CRN_SBN,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,NA,CR1,E2_F4_CR1,NA,Brown,Intensive Tillage,Canada,0,10,10,2,570007,570,570007,ON,ON_1,SBN,SBN,SOYBNS,3517.0578,4188.072471,NA,NA,NA,4188.072471,NA,4001.875742,NA,NA,NA,0,0,NA,NA,100,NA,NA,0,NA,NA,NA,30,NA,74.2,0,88.7,-14.5,NA
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,NA,F4,1,14,2012,2004,2017,CT,NA,CRN_SBN,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,NA,CR1,E2_F4_CR1,NA,Brown,Intensive Tillage,Canada,0,10,10,2,570007,570,570007,ON,ON_1,CRN,MAZ,CORNGR,11423.91115,11076.36374,NA,NA,NA,11076.36374,NA,10933.05385,NA,NA,NA,0,0,NA,NA,100,NA,NA,0,NA,NA,NA,30,NA,74.2,0,88.7,-14.5,NA
E2,Harrow,42.166667,-82.666667,8,Ontario,Luvic Gleysol,Orthic,Medium,28,37,35,88.7,2004,NA,F4,1,14,2013,2004,2017,CT,NA,CRN_SBN,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,Angers. et al. 1997,reference uncertain,cpr,NA,CR1,E2_F4_CR1,NA,Brown,Intensive Tillage,Canada,0,10,10,2,570007,570,570007,ON,ON_1,SBN,SBN,SOYBNS,3415.998933,7234.827984,NA,NA,NA,7234.827984,NA,6612.941206,NA,NA,NA,0,0,NA,NA,100,NA,NA,0,NA,NA,NA,30,NA,74.2,0,88.7,-14.5,NA
