Exp_ID,location_name,latitude,longitude,ecozone,province,soil_great_group,soil_sub_group,soil_texture,sand_px,clay_px,silt_px,initial_soc_tha,initial_soc_year,plot_id,block,treatment_number,treatment_name,replication_number,duration,year_name,start_year,end_year,tillage,STIR_rating,grain_yield_kgha,hay_yield_kgha,hay_residue_kgha,crop,ICASA_code,AAFC_code,crop_rotation,rotation_seq,crop_seq,straw_biomass_kgha,straw_returned,silage_yld_kgha,root_biomass_kgha,biomass_returned_kgha,N_fertilizer_kgha,N_fertilizer_kgha_2,N_fertilizer_kgha_3,P_fertilizer_kgha,P_fertilizer_kgha_2,P_fertilizer_kgha_3,K_fertilizer_kgha,K_fertilizer_kgha_2,S_fertilizer_kgha,S_fertilizer_kgha_2,manure_kgha,residue_estimation_methodology,soil_total_carbon_conc_gkg,soil_total_carbon_px,soil_total_carbon2_px,soil_organic_matter_kgha,organic_matter_px,crop_residue_avg_kgha,crop_residue_kgha,above_ground_residue_kgha,roots_residue_kgha,root_exudates_kgha,reference,flag,theme,TrtID,simple_trt_name,r_c,tillage_soil,tillage_type,irrigation_region,irrigation,cinput_lignin_px,cinput_n_px,Location,POLYID,ECO_ID,SL,PROVINCE,PCPTREGION,lowest_depth,soc_tha_lowest_depth,initial_dsm,lowest_depth_difference,first_soc_treatment,soc_dsm_difference,soc_tha_30cm
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,11,F75NS,1,27,1983,1983,2009,CT,NA,2366.521739,NA,NA,BAR,BAR,BARLEY,CONT_BAR,NA,NA,2599.23913,no,NA,1092.467391,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,2599.23913,NA,1092.467391,NA,Malhi et al. 2011b,NA,cpr,E1_F75NS_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,727006,AB,AB_3,20,110.21,131.9,10,110.21,21.690000000000012,131.9
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,11,F75NS,1,27,1984,1983,2009,CT,NA,3739.995,NA,NA,BAR,BAR,BARLEY,CONT_BAR,NA,NA,2940.35,no,NA,1469.6759,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,2940.35,NA,1469.6759,NA,Malhi et al. 2011b,NA,cpr,E1_F75NS_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,727006,AB,AB_3,20,NA,131.9,10,110.21,21.690000000000012,NA
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,11,F75NS,1,27,1985,1983,2009,CT,NA,3007.62,NA,NA,BAR,BAR,BARLEY,CONT_BAR,NA,NA,2875.25,no,NA,1294.2314,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,2875.25,NA,1294.2314,NA,Malhi et al. 2011b,NA,cpr,E1_F75NS_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,727006,AB,AB_3,20,NA,131.9,10,110.21,21.690000000000012,NA
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,11,F75NS,1,27,1986,1983,2009,CT,NA,2056.075,NA,NA,BAR,BAR,BARLEY,CONT_BAR,NA,NA,4328.065,no,NA,1404.5108,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,4328.065,NA,1404.5108,NA,Malhi et al. 2011b,NA,cpr,E1_F75NS_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,727006,AB,AB_3,20,NA,131.9,10,110.21,21.690000000000012,NA
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,11,F75NS,1,27,1987,1983,2009,CT,NA,3466.72,NA,NA,BAR,BAR,BARLEY,CONT_BAR,NA,NA,3467.91,no,NA,1525.6186,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,3467.91,NA,1525.6186,NA,Malhi et al. 2011b,NA,cpr,E1_F75NS_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,727006,AB,AB_3,20,NA,131.9,10,110.21,21.690000000000012,NA
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,11,F75NS,1,27,1988,1983,2009,CT,NA,3443.675,NA,NA,BAR,BAR,BARLEY,CONT_BAR,NA,NA,3968.525,no,NA,1630.684,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,3968.525,NA,1630.684,NA,Malhi et al. 2011b,NA,cpr,E1_F75NS_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,727006,AB,AB_3,20,NA,131.9,10,110.21,21.690000000000012,NA
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,11,F75NS,1,27,1989,1983,2009,CT,NA,2397.05,NA,NA,BAR,BAR,BARLEY,CONT_BAR,NA,NA,3014.55,no,NA,1190.552,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,3014.55,NA,1190.552,NA,Malhi et al. 2011b,NA,cpr,E1_F75NS_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,727006,AB,AB_3,20,NA,131.9,10,110.21,21.690000000000012,NA
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,11,F75NS,1,27,1990,1983,2009,CT,NA,4222.325,NA,NA,BAR,BAR,BARLEY,CONT_BAR,NA,NA,3983.525,no,NA,1805.287,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,3983.525,NA,1805.287,NA,Malhi et al. 2011b,NA,cpr,E1_F75NS_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,727006,AB,AB_3,20,NA,131.9,10,110.21,21.690000000000012,NA
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,11,F75NS,1,27,1991,1983,2009,CT,NA,2640,NA,NA,BAR,BAR,BARLEY,CONT_BAR,NA,NA,2622.826087,no,NA,1157.821739,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,2622.826087,NA,1157.821739,NA,Malhi et al. 2011b,NA,cpr,E1_F75NS_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,727006,AB,AB_3,20,NA,131.9,10,110.21,21.690000000000012,NA
E1,Ellerslie,53.416667,-113.55,10,Alberta,Black Chernozem,Orthic,Medium,17,39,NA,110.21,1983,NA,NA,11,F75NS,1,27,1992,1983,2009,CT,NA,3130.95,NA,NA,BAR,BAR,BARLEY,CONT_BAR,NA,NA,3382.075,no,NA,1432.8655,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,est_equation,NA,NA,NA,NA,NA,NA,3382.075,NA,1432.8655,NA,Malhi et al. 2011b,NA,cpr,E1_F75NS_CT,NA,NA,Brown,Intensive Tillage,Canada,0,10,10,1,727006,727,727006,AB,AB_3,20,NA,131.9,10,110.21,21.690000000000012,NA
