POLYID,Year,Month,Day,Julian,Tmax,Tmin,Tmean,Precip,Rain,Snow,WindSpeed,Rad,RH
425023,2017,1,1,1,-1.35,-9.85,-5.6,0,0,0,1.05,5.84,97.31
425023,2017,1,2,2,-1.7,-9.6,-5.65,0,0,0,0.75,6.41,98.62
425023,2017,1,3,3,-1.32,-8.39,-4.86,18.8,0,18.8,1.42,1.62,98.81
425023,2017,1,4,4,0.15,-7.45,-3.65,7.89,0,7.89,1.62,2.26,98.31
425023,2017,1,5,5,-7.78,-13.21,-10.5,0,0,0,1.59,5.44,97.06
425023,2017,1,6,6,-11.74,-22.02,-16.88,0,0,0,0.65,6.87,95.75
425023,2017,1,7,7,-13.7,-25.2,-19.45,0,0,0,0.78,6.69,97.88
425023,2017,1,8,8,-14.08,-28.02,-21.05,0,0,0,1.03,6.28,97.19
425023,2017,1,9,9,-8.85,-28.7,-18.77,1.6,0,1.6,1.1,3.83,99.62
425023,2017,1,10,10,-2.18,-12.67,-7.42,7.12,0,7.12,1.45,3.39,97.88
425023,2017,1,11,11,0.44,-1.66,-0.61,4.44,0,4.44,2.2,6.61,96.31
425023,2017,1,12,12,0.68,-8.06,-3.69,5.23,0,5.23,1.2,1.52,98
425023,2017,1,13,13,-8.33,-24.38,-16.36,1.55,0,1.55,1.77,7.4,94.69
425023,2017,1,14,14,-14.52,-26.52,-20.52,0,0,0,0.8,4.97,96.62
425023,2017,1,15,15,-10.4,-15.97,-13.19,0,0,0,0.9,7.88,91.88
425023,2017,1,16,16,-0.38,-17.47,-8.92,0,0,0,1.33,7.88,98.19
425023,2017,1,17,17,-3.92,-10.46,-7.19,2.77,0,2.77,1.55,5.36,97.75
425023,2017,1,18,18,-0.62,-5.67,-3.15,3.9,0,3.9,1.14,2.37,99.06
425023,2017,1,19,19,0.13,-6.63,-3.25,0,0,0,0.85,3.22,98.12
425023,2017,1,20,20,0.54,-3.99,-1.73,0,0,0,0.84,2.88,96.31
425023,2017,1,21,21,0.79,-2.94,-1.07,0,0,0,0.42,2.18,95.62
425023,2017,1,22,22,-0.14,-6.15,-3.15,0,0,0,1.73,3.87,97.75
425023,2017,1,23,23,-2.63,-6.24,-4.44,0,0,0,2.48,3.82,97.38
425023,2017,1,24,24,-4.1,-7.27,-5.68,3.54,0,3.54,1.94,2.34,96.88
425023,2017,1,25,25,-2.09,-8.88,-5.49,2.13,0,2.13,1.03,3.62,97.5
425023,2017,1,26,26,-0.21,-4.88,-2.54,2.01,0,2.01,1.62,4.23,97.5
425023,2017,1,27,27,-2.78,-6.05,-4.42,1.82,0,1.82,2.69,4.07,95.31
425023,2017,1,28,28,-0.7,-11.04,-5.87,0,0,0,1.52,4.39,97
425023,2017,1,29,29,-3.1,-13.64,-8.37,1.91,0,1.91,1.33,6.01,96.31
425023,2017,1,30,30,-10.74,-21.63,-16.18,0,0,0,1.15,8.2,97.38
425023,2017,1,31,31,-8.76,-22.51,-15.64,0,0,0,1.12,9.85,96.69
425023,2017,2,1,32,-7.04,-17.15,-12.09,0,0,0,1.11,6.91,97.38
425023,2017,2,2,33,-8.41,-22.79,-15.6,0,0,0,1.1,8.54,96.75
425023,2017,2,3,34,-7.72,-15.24,-11.48,0,0,0,1.13,8.26,95.56
425023,2017,2,4,35,-4.78,-16.91,-10.85,0,0,0,1.85,5.93,96.44
425023,2017,2,5,36,-1.5,-11.81,-6.66,3.88,0,3.88,2.29,5.35,96.69
425023,2017,2,6,37,-10.72,-19.8,-15.26,0,0,0,1.06,7.97,97.12
425023,2017,2,7,38,-4.52,-14.63,-9.57,10.97,0,10.97,3.27,4.78,96.69
425023,2017,2,8,39,0.68,-19.2,-9.26,7.86,0,7.86,2.59,10.09,94.88
425023,2017,2,9,40,-14.24,-21.92,-18.08,2.72,0,2.72,1.22,9.86,95.44
425023,2017,2,10,41,-15.49,-19.73,-17.61,0,0,0,1.91,11.97,91.69
425023,2017,2,11,42,-10.09,-18.06,-14.07,0,0,0,1.64,3.8,98.44
425023,2017,2,12,43,-6.6,-17.61,-12.11,11.5,0,11.5,2.09,2.28,98.56
425023,2017,2,13,44,-4.95,-14.47,-9.71,5.28,0,5.28,1.77,5.72,97
425023,2017,2,14,45,-4.09,-16.1,-10.1,5.05,0,5.05,1.51,6.13,98.56
425023,2017,2,15,46,-2.94,-8,-5.47,8.06,0,8.06,1.49,2.98,98.38
425023,2017,2,16,47,-4.64,-10.2,-7.42,0,0,0,2.18,8.05,96.25
425023,2017,2,17,48,-5.8,-18.02,-11.91,0,0,0,1.59,12.28,97.56
425023,2017,2,18,49,0.8,-12.13,-5.67,0,0,0,1.39,11.78,96.94
425023,2017,2,19,50,0.33,-2.39,-1.03,0,0,0,2,9.44,97.62
425023,2017,2,20,51,-3.96,-14.24,-9.1,0,0,0,1.34,14.1,93.25
425023,2017,2,21,52,0.32,-13.04,-6.36,0,0,0,1.38,6.49,96.69
425023,2017,2,22,53,1.63,-0.02,0.8,0,0,0,0.56,7.78,98.75
425023,2017,2,23,54,6.79,-1.62,2.58,0,0,0,1.68,4.17,99.38
425023,2017,2,24,55,2.54,-3.8,-0.63,3.19,0,3.19,1.48,4,93.31
425023,2017,2,25,56,6.35,-1.2,2.57,25.74,25.74,0,2.17,2.72,97.94
