POLYID,Year,Month,Day,Julian,Tmax,Tmin,Tmean,Precip,Rain,Snow,WindSpeed,Rad,RH
425023,1993,1,1,1,-9.32,-18.87,-14.1,2.82,0,2.82,1.54,6.75,94.56
425023,1993,1,2,2,-15.95,-23.32,-19.63,0,0,0,0.77,7.23,92.19
425023,1993,1,3,3,-0.49,-21.56,-11.02,3.19,0,3.19,1.12,1.26,97.31
425023,1993,1,4,4,2.83,-0.21,1.31,10.46,10.46,0,1.1,0.63,99.81
425023,1993,1,5,5,2.67,-16.13,-6.73,25.99,0,25.99,1.16,4.67,95.31
425023,1993,1,6,6,-4.51,-15.81,-10.16,0,0,0,0.55,5.14,94.44
425023,1993,1,7,7,-1.37,-9.66,-5.52,0,0,0,0.85,6.94,96.19
425023,1993,1,8,8,-5.2,-22.15,-13.67,2.04,0,2.04,1.01,7.37,92.75
425023,1993,1,9,9,-14.45,-25.16,-19.8,0,0,0,0.95,7.12,90.12
425023,1993,1,10,10,-16.05,-22.03,-19.04,0,0,0,0.88,4.36,85.62
425023,1993,1,11,11,-10.28,-20.7,-15.49,0,0,0,0.87,7.98,83.94
425023,1993,1,12,12,-7.82,-17.26,-12.54,0,0,0,0.9,8,89.69
425023,1993,1,13,13,-10.57,-15.17,-12.87,9.02,0,9.02,2.45,1.18,94.38
425023,1993,1,14,14,-11.66,-23.76,-17.71,5.2,0,5.2,1.48,7.6,97.75
425023,1993,1,15,15,-11,-22.63,-16.81,0,0,0,0.47,6.3,98
425023,1993,1,16,16,-3.02,-15.62,-9.32,0,0,0,1.09,3.94,99.25
425023,1993,1,17,17,-1.11,-12.37,-6.74,0,0,0,1.67,3.84,98.31
425023,1993,1,18,18,-13.29,-16.4,-14.84,0,0,0,1.75,4.66,97.06
425023,1993,1,19,19,-9.89,-27.88,-18.88,0,0,0,1.21,6.23,98.25
425023,1993,1,20,20,-3.52,-10.06,-6.79,0,0,0,1.23,8.48,98.19
425023,1993,1,21,21,-1.96,-9.49,-5.72,0,0,0,1.18,8.11,98.81
425023,1993,1,22,22,0.22,-4.06,-1.92,6.37,0,6.37,1.05,1.1,98.69
425023,1993,1,23,23,0.07,-2.88,-1.41,2.52,0,2.52,1.09,7.28,98.62
425023,1993,1,24,24,0.24,-2.49,-1.12,7.97,0,7.97,1.44,1.37,98.44
425023,1993,1,25,25,-1.7,-19.72,-10.71,3.56,0,3.56,2.45,8.01,95
425023,1993,1,26,26,-6.89,-26.53,-16.71,0,0,0,0.92,8.7,99.06
425023,1993,1,27,27,-1.56,-16.7,-9.13,0,0,0,1.85,3.03,97.62
425023,1993,1,28,28,-15.13,-26.52,-20.82,2.26,0,2.26,1.27,6.07,97
425023,1993,1,29,29,-14.44,-18.66,-16.55,2.03,0,2.03,2.14,6.03,96.44
425023,1993,1,30,30,-18.38,-26.49,-22.43,0,0,0,1.58,8.54,93.69
425023,1993,1,31,31,-18,-24.68,-21.34,8.65,0,8.65,1.83,6.29,98.19
425023,1993,2,1,32,-18.88,-27.96,-23.42,3.25,0,3.25,1.95,8.48,97.06
425023,1993,2,2,33,-14.33,-34.05,-24.19,0,0,0,1.11,7.78,98.88
425023,1993,2,3,34,-0.04,-12.89,-6.46,0,0,0,2.05,2.76,98.12
425023,1993,2,4,35,-9.83,-14.88,-12.36,0,0,0,2.15,9.8,95.06
425023,1993,2,5,36,-5.6,-23.96,-14.78,1.94,0,1.94,2.13,4.17,95.5
425023,1993,2,6,37,-24.67,-36.82,-30.75,0,0,0,0.97,10.25,94.12
425023,1993,2,7,38,-20.88,-33.24,-27.06,0,0,0,1.24,9.96,97.94
425023,1993,2,8,39,-14.5,-25.74,-20.12,2.01,0,2.01,1.61,7.74,96.19
425023,1993,2,9,40,-14.68,-28.16,-21.42,0,0,0,1.08,11.07,95.44
425023,1993,2,10,41,-3.11,-15.64,-9.38,0,0,0,1.23,10.52,97.88
425023,1993,2,11,42,-15.55,-28.2,-21.88,0,0,0,1.21,12.76,96.56
425023,1993,2,12,43,-10.63,-24.17,-17.4,2.35,0,2.35,2.54,4.94,96.94
425023,1993,2,13,44,-4.45,-10.18,-7.31,21.28,0,21.28,1.95,3.37,97.69
425023,1993,2,14,45,-7.63,-20.44,-14.04,2.67,0,2.67,2.16,5.62,95.62
425023,1993,2,15,46,-7.21,-19.94,-13.58,0,0,0,0.7,12.85,96
425023,1993,2,16,47,-4.41,-10.85,-7.63,5.06,0,5.06,1.84,4.05,99.12
425023,1993,2,17,48,-5.3,-22.58,-13.94,5.78,0,5.78,2.63,14.04,95.56
425023,1993,2,18,49,-14.17,-31.29,-22.73,0,0,0,1.12,11.95,96.94
425023,1993,2,19,50,-10.77,-22.35,-16.56,0,0,0,0.81,13.72,95.81
425023,1993,2,20,51,-13.96,-30.77,-22.37,0,0,0,1.2,14.66,95.75
425023,1993,2,21,52,-14.32,-31.7,-23.01,3.05,0,3.05,2.33,10.98,96.31
425023,1993,2,22,53,-10.37,-13.99,-12.18,8.51,0,8.51,2.76,5.55,98.31
425023,1993,2,23,54,-8.85,-14.03,-11.44,2.58,0,2.58,1.1,10.6,98.62
425023,1993,2,24,55,-14.6,-19.29,-16.95,0,0,0,2.09,11.98,96.5
