POLYID,Year,Month,Day,Julian,Tmax,Tmin,Tmean,Precip,Rain,Snow,WindSpeed,Rad,RH
425023,1990,1,1,1,0.01,-15.61,-7.8,0,0,0,1.77,6.16,97.81
425023,1990,1,2,2,-3.08,-20.4,-11.74,0,0,0,1.41,4.31,99.25
425023,1990,1,3,3,-1.96,-10.6,-6.28,0,0,0,0.71,5.53,99.69
425023,1990,1,4,4,0.37,-1.63,-0.63,6.46,0,6.46,1.39,1.25,98.81
425023,1990,1,5,5,-2.63,-12.82,-7.72,0,0,0,0.95,7.05,96.69
425023,1990,1,6,6,-3.81,-22.27,-13.04,0,0,0,1.12,4.76,98.69
425023,1990,1,7,7,-1.1,-22.02,-11.56,0,0,0,1.16,2.95,98.88
425023,1990,1,8,8,-0.29,-7.69,-3.99,0,0,0,0.92,7.75,98.38
425023,1990,1,9,9,-0.19,-7.6,-3.9,2.13,0,2.13,0.59,5.88,99.44
425023,1990,1,10,10,-0.31,-13.34,-6.83,0,0,0,1.05,4.14,98.38
425023,1990,1,11,11,-0.44,-17.37,-8.91,8.16,0,8.16,1.27,3.24,99.19
425023,1990,1,12,12,-1.38,-9.94,-5.66,2.07,0,2.07,1.56,4.29,98.06
425023,1990,1,13,13,-10.61,-18.85,-14.73,0,0,0,2.04,6.82,95.56
425023,1990,1,14,14,-17.76,-29.49,-23.62,0,0,0,0.76,6.81,96.19
425023,1990,1,15,15,-9.96,-17.6,-13.78,2.58,0,2.58,1.23,4.81,99.06
425023,1990,1,16,16,-3.29,-12.24,-7.77,3.22,0,3.22,0.48,5.05,98.12
425023,1990,1,17,17,1.27,-8.89,-3.81,19.08,0,19.08,1.38,2.37,99.56
425023,1990,1,18,18,0.94,-4.89,-1.97,2.1,0,2.1,1.86,6.59,97.12
425023,1990,1,19,19,-5.24,-17.06,-11.15,0,0,0,1.75,8.25,87.56
425023,1990,1,20,20,-2.95,-16.9,-9.92,0,0,0,1.16,5.66,96.19
425023,1990,1,21,21,-12.74,-17.07,-14.91,3.94,0,3.94,2.39,2.38,92.38
425023,1990,1,22,22,-5.17,-15.89,-10.53,4.95,0,4.95,0.8,3.85,98.31
425023,1990,1,23,23,-0.44,-10.43,-5.43,0,0,0,0.93,6.45,98.44
425023,1990,1,24,24,1.44,-3.67,-1.11,7.32,0,7.32,2.3,2.08,97.62
425023,1990,1,25,25,2.43,-5.67,-1.62,4.11,0,4.11,1.62,8.86,97.75
425023,1990,1,26,26,2.73,-7.79,-2.53,0,0,0,2.71,3.84,92.12
425023,1990,1,27,27,1.62,-9.92,-4.15,0,0,0,1.45,8.92,87.31
425023,1990,1,28,28,2.33,-8.87,-3.27,0,0,0,2.74,9.26,85.12
425023,1990,1,29,29,-2.1,-9.93,-6.01,3.79,0,3.79,1.37,3.2,96.62
425023,1990,1,30,30,-0.11,-6.04,-3.08,5.92,0,5.92,1.2,4.51,93.94
425023,1990,1,31,31,0.5,-7.94,-3.72,0,0,0,0.91,7.47,96.06
425023,1990,2,1,32,1.14,-5.93,-2.4,0,0,0,1.71,4.8,96.94
425023,1990,2,2,33,-4.56,-20.98,-12.77,0,0,0,1.82,6.34,83.69
425023,1990,2,3,34,-14.35,-25.64,-20,0,0,0,1.88,9.61,82
425023,1990,2,4,35,-10.05,-17.79,-13.92,6.79,0,6.79,1.66,5.22,93.25
425023,1990,2,5,36,-5.48,-19.82,-12.65,0,0,0,1.18,6.67,95.56
425023,1990,2,6,37,0.77,-7.73,-3.48,0,0,0,1.59,8.9,95.19
425023,1990,2,7,38,1.8,-9.23,-3.72,0,0,0,1.12,9.8,97.25
425023,1990,2,8,39,2.38,-5.86,-1.74,0,0,0,1.61,9.53,97.19
425023,1990,2,9,40,3.48,-0.87,1.3,3.07,3.07,0,1.84,6.27,98.31
