POLYID,Year,Month,Day,Julian,Tmax,Tmin,Tmean,Precip,Rain,Snow,WindSpeed,Rad,RH
425023,1987,1,1,1,-7.95,-13.81,-10.88,0,0,0,0.71,3.71,99.5
425023,1987,1,2,2,-2.52,-12.13,-7.33,1.48,0,1.48,0.98,0.64,98.44
425023,1987,1,3,3,-8.38,-20.99,-14.68,1.73,0,1.73,0.88,6.7,98.25
425023,1987,1,4,4,-12.13,-23.63,-17.88,0,0,0,0.66,4.47,99.69
425023,1987,1,5,5,-4.92,-18.1,-11.51,0,0,0,0.65,4.17,99.25
425023,1987,1,6,6,-3,-10.09,-6.54,0,0,0,0.6,3.29,99.5
425023,1987,1,7,7,-2.64,-11.15,-6.9,2.01,0,2.01,1.3,5.12,98.25
425023,1987,1,8,8,-10.59,-15.78,-13.18,1.08,0,1.08,1.17,7.08,98.62
425023,1987,1,9,9,-5.11,-13.47,-9.29,0,0,0,0.57,6.37,96.56
425023,1987,1,10,10,-6.48,-10.97,-8.73,3.07,0,3.07,1.23,2.29,99.25
425023,1987,1,11,11,-3.77,-8.89,-6.33,1.22,0,1.22,1.15,7.12,99.12
425023,1987,1,12,12,-3.92,-11.89,-7.91,1.13,0,1.13,1.17,5.59,98.69
425023,1987,1,13,13,-5.57,-11.69,-8.63,0,0,0,1.19,7.29,98.19
425023,1987,1,14,14,-0.75,-12.31,-6.53,0,0,0,0.81,5.47,99.56
425023,1987,1,15,15,-0.13,-8.22,-4.18,1.78,0,1.78,0.9,4.14,98.38
425023,1987,1,16,16,-10.15,-25.19,-17.67,0,0,0,1.13,7.63,97.75
425023,1987,1,17,17,-15.72,-27.75,-21.73,0,0,0,0.84,7.07,96.5
425023,1987,1,18,18,-10.2,-25.42,-17.81,13.34,0,13.34,1.05,3.14,99.62
425023,1987,1,19,19,-10.35,-18.65,-14.5,0,0,0,0.91,2.56,97.81
425023,1987,1,20,20,-15.02,-23.77,-19.39,0,0,0,0.7,5.43,96.69
425023,1987,1,21,21,-3.76,-19.18,-11.47,1.58,0,1.58,1.09,5.61,99.19
425023,1987,1,22,22,-6.82,-15.35,-11.09,3.88,0,3.88,1.31,3.75,99.5
425023,1987,1,23,23,-6.35,-20.76,-13.55,5.42,0,5.42,2.35,4.84,97.19
425023,1987,1,24,24,-18.77,-31.12,-24.95,0,0,0,1.81,7.03,96.75
425023,1987,1,25,25,-19.13,-30.69,-24.91,0,0,0,1.09,7.02,97.44
425023,1987,1,26,26,-15.71,-31.73,-23.72,0,0,0,0.9,5.26,98.38
425023,1987,1,27,27,-14.7,-27.07,-20.88,0,0,0,0.69,7.04,99.44
425023,1987,1,28,28,-4.44,-14.88,-9.66,0,0,0,0.77,9.27,99.38
425023,1987,1,29,29,-4.5,-12.67,-8.59,0,0,0,0.75,7.21,98.88
425023,1987,1,30,30,-4.42,-18.27,-11.34,4.66,0,4.66,2.39,2.44,98.75
425023,1987,1,31,31,-3.78,-11,-7.39,3.17,0,3.17,1.3,7.14,98.25
425023,1987,2,1,32,-7.43,-20.17,-13.8,0.88,0,0.88,0.69,4,96.19
425023,1987,2,2,33,-5.74,-9.74,-7.74,2.71,0,2.71,0.97,7.31,99
425023,1987,2,3,34,-0.92,-9.27,-5.09,1.33,0,1.33,0.91,8.19,97.25
425023,1987,2,4,35,-7.2,-16.96,-12.08,0,0,0,2.18,9.3,95.31
425023,1987,2,5,36,-9.89,-21.8,-15.85,1.11,0,1.11,1.53,7.41,96.5
425023,1987,2,6,37,-6.62,-18.69,-12.66,2.28,0,2.28,1.04,7.15,97.56
425023,1987,2,7,38,-1.24,-6.95,-4.09,1.96,0,1.96,1.34,7.92,97.56
425023,1987,2,8,39,-3.7,-12.18,-7.94,11.51,0,11.51,2.78,0.31,98.12
425023,1987,2,9,40,-13.33,-25.35,-19.34,1.63,0,1.63,1.8,6.89,96.88
425023,1987,2,10,41,-7.72,-24.69,-16.21,0.92,0,0.92,1.2,8.42,97.12
425023,1987,2,11,42,-10.6,-26.45,-18.52,0,0,0,2.37,10.51,94.81
425023,1987,2,12,43,-12.5,-28.03,-20.27,1.21,0,1.21,0.81,8.91,94.56
